"Spiel-ID","Game-ID","Teamname","Gegner","Club","Spieler 1","Pins 1","Pins Gegner 1","EDV 1","Spieler 2","Pins 2","Pins Gegner 2","EDV 2","Spieler 3","Pins 3","Pins Gegner 3","EDV 3","Spieler 4","Pins 4","Pins Gegner 4","EDV 4","Pins Gesamt","Pins Gegner","Checksumme","check","Prüfnummer","Eintrags-ID","Datum des Eintrags","Aktualisierungsdatum"
"BAYL-M-362_Li","BAYL-M-362","Werdenfels 1","Donaubowler Regensburg 1","","Maximilian Kammermeier","197","158","25822","Jan Musiol","144","213","25166","Michael Ring","166","169","7317","Daniel Hellmich","184","205","7314","691","745","","0","23571113","28611","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-363_Li","BAYL-M-363","Schanzer Ingolstadt 1","BC EMAX Unterföhring 2","","Oliver Schütze","227","191","38550","Thomas Hartl","248","176","38411","Markus Schmied","186","228","38361","Jochen Spielvogel","227","180","7348","888","775","","0","23571113","28610","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-364_Li","BAYL-M-364","BC Comet Nürnberg","SG Rottendorf 1","","Jan Schwarz","234","160","7734","Andreas Mittelmaier","255","141","16896","Andreas Schick","146","205","7102","Michael Schlundt","202","192","7725","837","698","","0","23571113","28609","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-365_Li","BAYL-M-365","BK München 3","Bajuwaren München 1","","Peter Börding","177","190","7593","Harald Laub","189","150","7597","Maximilian Hellmessen","247","180","16912","Georg Hinterwimmer","177","147","7867","790","667","","0","23571113","28608","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-371_Li","BAYL-M-371","BK München 3","Werdenfels 1","","Peter Börding","153","194","7593","Harald Laub","246","181","7597","Maximilian Hellmessen","221","211","16912","Wechsel im Spiel","132","202","69","752","788","","0","23571113","28607","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-372_Li","BAYL-M-372","BC EMAX Unterföhring 2","SG DJK Rimpar 1","","Sebastian Lohse","152","203","27134","Robert Pirzer","189","167","7428","Günter Denz","157","215","16398","Marco Probst","218","187","7602","716","772","","0","23571113","28606","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-373_Li","BAYL-M-373","Donaubowler Regensburg 1","SG Rottendorf 1","","Christian Feller","197","117","16007","Dominik Seltmann","184","148","25604","Sebastian Radecker","147","193","38025","Marco Hürdler","202","199","25271","730","657","","0","23571113","28605","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-374_Li","BAYL-M-374","Bajuwaren München 1","Schanzer Ingolstadt 1","","Hans-Jürgen Glasl","227","199","7408","Hans-Jürgen Glasl sen.","144","168","16762","Ralph Reichert","227","167","7416","Volker Lüthje","178","201","7601","776","735","","0","23571113","28604","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-375_Li","BAYL-M-375","Bowlinghaus Bamberg 1","BC Comet Nürnberg","","William Karl","167","233","16532","Bernd Trapphardt","186","174","16559","Jörg Röhlig","257","178","38041","Alexander Renner","198","176","16251","808","761","","0","23571113","28603","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-381_Li","BAYL-M-381","Bajuwaren München 1","Donaubowler Regensburg 1","","Hans-Jürgen Glasl","245","170","7408","Dennis Lüthje","145","186","7600","Ralph Reichert","186","170","7416","Volker Lüthje","155","204","7601","731","730","","0","23571113","28602","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-382_Li","BAYL-M-382","Schanzer Ingolstadt 1","Bowlinghaus Bamberg 1","","Oliver Schütze","212","202","38550","Thomas Hartl","181","195","38411","Markus Schmied","192","134","38361","Jochen Spielvogel","168","166","7348","753","697","","0","23571113","28601","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-383_Li","BAYL-M-383","Werdenfels 1","BC Comet Nürnberg","","Maximilian Kammermeier","190","183","25822","Michael Ring","181","215","7317","Bruno Gärtner","210","241","25649","Daniel Hellmich","220","218","7314","801","857","","0","23571113","28600","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-384_Li","BAYL-M-384","BK München 3","BC EMAX Unterföhring 2","","Peter Börding","188","206","7593","Harald Laub","205","177","7597","Maximilian Hellmessen","151","179","16912","Daniel Börding","211","187","7591","755","749","","0","23571113","28599","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-385_Li","BAYL-M-385","SG DJK Rimpar 1","SG Rottendorf 1","","Michael Kreß","210","161","10622","Henning Wunderlich","183","181","38018","Sebastian Boé","219","203","16287","Jan-Uwe Werder","170","203","16301","782","748","","0","23571113","28598","2026-02-15 10:48:20","2026-02-15 09:48:20"
"BAYL-M-391_Li","BAYL-M-391","Schanzer Ingolstadt 1","SG DJK Rimpar 1","","Oliver Schütze","210","207","38550","Thomas Hartl","141","168","38411","Markus Schmied","194","170","38361","Jochen Spielvogel","191","159","7348","736","704","","0","23571113","28597","2026-02-15 10:48:19","2026-02-15 09:48:19"
"BAYL-M-392_Li","BAYL-M-392","BK München 3","SG Rottendorf 1","","Georg Hinterwimmer","179","154","7867","Harald Laub","187","179","7597","Maximilian Hellmessen","236","226","16912","Daniel Börding","151","196","7591","753","755","","0","23571113","28596","2026-02-15 10:48:19","2026-02-15 09:48:19"
"BAYL-M-393_Li","BAYL-M-393","BC EMAX Unterföhring 2","Bowlinghaus Bamberg 1","","Ernst Blasits","204","202","25554","Robert Pirzer","194","154","7428","Günter Denz","182","145","16398","Marco Probst","217","169","7602","797","670","","0","23571113","28595","2026-02-15 10:48:19","2026-02-15 09:48:19"
"BAYL-M-394_Li","BAYL-M-394","Donaubowler Regensburg 1","BC Comet Nürnberg","","Christian Feller","176","204","16007","Volkmar Hartfeil","148","249","7830","Kurt Obermeier","157","210","7831","Marco Hürdler","199","169","25271","680","832","","0","23571113","28594","2026-02-15 10:48:19","2026-02-15 09:48:19"
"BAYL-M-395_Li","BAYL-M-395","Bajuwaren München 1","Werdenfels 1","","Hans-Jürgen Glasl","169","192","7408","Dennis Lüthje","145","206","7600","Ralph Reichert","199","191","7416","Volker Lüthje","163","180","7601","676","769","","0","23571113","28593","2026-02-15 10:48:18","2026-02-15 09:48:18"
